Year,Series,party,Units,Value
2011,LG,TOT,SG_GEN_PARL,0.0
2011,LG,TOT,SG_GEN_PARLN,0.0
2011,LG,TOT,SG_GEN_PARLNT,0.0
2012,LG,TOT,SG_GEN_PARL,0.0
2012,LG,TOT,SG_GEN_PARLN,0.0
2012,LG,TOT,SG_GEN_PARLNT,0.0
2015,LG,TOT,SG_GEN_PARL,0.0
2015,LG,TOT,SG_GEN_PARLN,0.0
2015,LG,TOT,SG_GEN_PARLNT,0.0
2016,LG,TOT,SG_GEN_PARL,0.0
2016,LG,TOT,SG_GEN_PARLN,0.0
2016,LG,TOT,SG_GEN_PARLNT,0.0
2019,LG,TOT,SG_GEN_PARL,0.0
2019,LG,TOT,SG_GEN_PARLN,0.0
2019,LG,TOT,SG_GEN_PARLNT,0.0
2020,LG,TOT,SG_GEN_PARL,0.0
2020,LG,TOT,SG_GEN_PARLN,0.0
2020,LG,TOT,SG_GEN_PARLNT,0.0
2022,LG,TOT,SG_GEN_PARL,0.0
2022,LG,TOT,SG_GEN_PARLN,0.0
2022,LG,TOT,SG_GEN_PARLNT,0.0
2024,LG,TOT,SG_GEN_PARL,0.0
2024,LG,TOT,SG_GEN_PARLN,0.0
2024,LG,TOT,SG_GEN_PARLNT,0.0
1984,LG,A,SG_GEN_PARL,0.0
1984,LG,A,SG_GEN_PARLN,0.0
1984,LG,A,SG_GEN_PARLNT,0.0
1988,LG,A,SG_GEN_PARL,0.0
1988,LG,A,SG_GEN_PARLN,0.0
1988,LG,A,SG_GEN_PARLNT,0.0
1990,LG,A,SG_GEN_PARL,0.0
1990,LG,A,SG_GEN_PARLN,0.0
1990,LG,A,SG_GEN_PARLNT,0.0
1992,LG,A,SG_GEN_PARL,0.0
1992,LG,A,SG_GEN_PARLN,0.0
1992,LG,A,SG_GEN_PARLNT,0.0
1994,LG,A,SG_GEN_PARL,0.0
1994,LG,A,SG_GEN_PARLN,0.0
1994,LG,A,SG_GEN_PARLNT,0.0
1996,LG,A,SG_GEN_PARL,0.0
1996,LG,A,SG_GEN_PARLN,0.0
1996,LG,A,SG_GEN_PARLNT,0.0
1998,LG,A,SG_GEN_PARL,0.0
1998,LG,A,SG_GEN_PARLN,0.0
1998,LG,A,SG_GEN_PARLNT,0.0
2000,LG,A,SG_GEN_PARL,0.0
2000,LG,A,SG_GEN_PARLN,0.0
2000,LG,A,SG_GEN_PARLNT,0.0
2002,LG,A,SG_GEN_PARL,0.0
2002,LG,A,SG_GEN_PARLN,0.0
2002,LG,A,SG_GEN_PARLNT,0.0
2004,LG,A,SG_GEN_PARL,0.0
2004,LG,A,SG_GEN_PARLN,0.0
2004,LG,A,SG_GEN_PARLNT,0.0
2008,LG,A,SG_GEN_PARL,0.0
2008,LG,A,SG_GEN_PARLN,0.0
2008,LG,A,SG_GEN_PARLNT,0.0
2011,LG,A,SG_GEN_PARL,0.0
2011,LG,A,SG_GEN_PARLN,0.0
2011,LG,A,SG_GEN_PARLNT,0.0
2012,LG,A,SG_GEN_PARL,0.0
2012,LG,A,SG_GEN_PARLN,0.0
2012,LG,A,SG_GEN_PARLNT,0.0
2015,LG,A,SG_GEN_PARL,0.0
2015,LG,A,SG_GEN_PARLN,0.0
2015,LG,A,SG_GEN_PARLNT,0.0
2016,LG,A,SG_GEN_PARL,0.0
2016,LG,A,SG_GEN_PARLN,0.0
2016,LG,A,SG_GEN_PARLNT,0.0
2019,LG,A,SG_GEN_PARL,0.0
2019,LG,A,SG_GEN_PARLN,0.0
2019,LG,A,SG_GEN_PARLNT,0.0
2020,LG,A,SG_GEN_PARL,0.0
2020,LG,A,SG_GEN_PARLN,0.0
2020,LG,A,SG_GEN_PARLNT,0.0
2022,LG,A,SG_GEN_PARL,0.0
2022,LG,A,SG_GEN_PARLN,0.0
2022,LG,A,SG_GEN_PARLNT,0.0
2024,LG,A,SG_GEN_PARL,0.0
2024,LG,A,SG_GEN_PARLN,0.0
2024,LG,A,SG_GEN_PARLNT,0.0
1984,LG,FBF,SG_GEN_PARL,0.0
1984,LG,FBF,SG_GEN_PARLN,0.0
1984,LG,FBF,SG_GEN_PARLNT,0.0
1988,LG,FBF,SG_GEN_PARL,0.0
1988,LG,FBF,SG_GEN_PARLN,0.0
1988,LG,FBF,SG_GEN_PARLNT,0.0
1990,LG,FBF,SG_GEN_PARL,0.0
1990,LG,FBF,SG_GEN_PARLN,0.0
1990,LG,FBF,SG_GEN_PARLNT,0.0
1992,LG,FBF,SG_GEN_PARL,0.0
1992,LG,FBF,SG_GEN_PARLN,0.0
1992,LG,FBF,SG_GEN_PARLNT,0.0
1994,LG,FBF,SG_GEN_PARL,0.0
1994,LG,FBF,SG_GEN_PARLN,0.0
1994,LG,FBF,SG_GEN_PARLNT,0.0
1996,LG,FBF,SG_GEN_PARL,0.0
1996,LG,FBF,SG_GEN_PARLN,0.0
1996,LG,FBF,SG_GEN_PARLNT,0.0
1998,LG,FBF,SG_GEN_PARL,0.0
1998,LG,FBF,SG_GEN_PARLN,0.0
1998,LG,FBF,SG_GEN_PARLNT,0.0
2000,LG,FBF,SG_GEN_PARL,0.0
2000,LG,FBF,SG_GEN_PARLN,0.0
2000,LG,FBF,SG_GEN_PARLNT,0.0
2002,LG,FBF,SG_GEN_PARL,0.0
2002,LG,FBF,SG_GEN_PARLN,0.0
2002,LG,FBF,SG_GEN_PARLNT,0.0
2004,LG,FBF,SG_GEN_PARL,0.0
2004,LG,FBF,SG_GEN_PARLN,0.0
2004,LG,FBF,SG_GEN_PARLNT,0.0
2008,LG,FBF,SG_GEN_PARL,0.0
2008,LG,FBF,SG_GEN_PARLN,0.0
2008,LG,FBF,SG_GEN_PARLNT,0.0
2011,LG,FBF,SG_GEN_PARL,0.0
2011,LG,FBF,SG_GEN_PARLN,0.0
2011,LG,FBF,SG_GEN_PARLNT,0.0
2012,LG,FBF,SG_GEN_PARL,0.0
2012,LG,FBF,SG_GEN_PARLN,0.0
2012,LG,FBF,SG_GEN_PARLNT,0.0
2015,LG,FBF,SG_GEN_PARL,0.0
2015,LG,FBF,SG_GEN_PARLN,0.0
2015,LG,FBF,SG_GEN_PARLNT,0.0
2016,LG,FBF,SG_GEN_PARL,0.0
2016,LG,FBF,SG_GEN_PARLN,0.0
2016,LG,FBF,SG_GEN_PARLNT,0.0
2019,LG,FBF,SG_GEN_PARL,0.0
2019,LG,FBF,SG_GEN_PARLN,0.0
2019,LG,FBF,SG_GEN_PARLNT,0.0
2020,LG,FBF,SG_GEN_PARL,0.0
2020,LG,FBF,SG_GEN_PARLN,0.0
2020,LG,FBF,SG_GEN_PARLNT,0.0
2022,LG,FBF,SG_GEN_PARL,0.0
2022,LG,FBF,SG_GEN_PARLN,0.0
2022,LG,FBF,SG_GEN_PARLNT,0.0
2024,LG,FBF,SG_GEN_PARL,0.0
2024,LG,FBF,SG_GEN_PARLN,0.0
2024,LG,FBF,SG_GEN_PARLNT,0.0
1984,LG,F,SG_GEN_PARL,0.0
1984,LG,F,SG_GEN_PARLN,0.0
1984,LG,F,SG_GEN_PARLNT,0.0
1988,LG,F,SG_GEN_PARL,0.0
1988,LG,F,SG_GEN_PARLN,0.0
1988,LG,F,SG_GEN_PARLNT,0.0
1990,LG,F,SG_GEN_PARL,0.0
1990,LG,F,SG_GEN_PARLN,0.0
1990,LG,F,SG_GEN_PARLNT,0.0
1992,LG,F,SG_GEN_PARL,0.0
1992,LG,F,SG_GEN_PARLN,0.0
1992,LG,F,SG_GEN_PARLNT,0.0
1994,LG,F,SG_GEN_PARL,0.0
1994,LG,F,SG_GEN_PARLN,0.0
1994,LG,F,SG_GEN_PARLNT,0.0
1996,LG,F,SG_GEN_PARL,0.0
1996,LG,F,SG_GEN_PARLN,0.0
1996,LG,F,SG_GEN_PARLNT,0.0
1998,LG,F,SG_GEN_PARL,0.0
1998,LG,F,SG_GEN_PARLN,0.0
1998,LG,F,SG_GEN_PARLNT,0.0
2000,LG,F,SG_GEN_PARL,0.0
2000,LG,F,SG_GEN_PARLN,0.0
2000,LG,F,SG_GEN_PARLNT,0.0
2002,LG,F,SG_GEN_PARL,0.0
2002,LG,F,SG_GEN_PARLN,0.0
2002,LG,F,SG_GEN_PARLNT,0.0
2004,LG,F,SG_GEN_PARL,0.0
2004,LG,F,SG_GEN_PARLN,0.0
2004,LG,F,SG_GEN_PARLNT,0.0
2008,LG,F,SG_GEN_PARL,0.0
2008,LG,F,SG_GEN_PARLN,0.0
2008,LG,F,SG_GEN_PARLNT,0.0
2011,LG,F,SG_GEN_PARL,0.0
2011,LG,F,SG_GEN_PARLN,0.0
2011,LG,F,SG_GEN_PARLNT,0.0
2012,LG,F,SG_GEN_PARL,0.0
2012,LG,F,SG_GEN_PARLN,0.0
2012,LG,F,SG_GEN_PARLNT,0.0
2015,LG,F,SG_GEN_PARL,0.0
2015,LG,F,SG_GEN_PARLN,0.0
2015,LG,F,SG_GEN_PARLNT,0.0
2016,LG,F,SG_GEN_PARL,0.0
2016,LG,F,SG_GEN_PARLN,0.0
2016,LG,F,SG_GEN_PARLNT,0.0
2019,LG,F,SG_GEN_PARL,0.0
2019,LG,F,SG_GEN_PARLN,0.0
2019,LG,F,SG_GEN_PARLNT,0.0
2020,LG,F,SG_GEN_PARL,0.0
2020,LG,F,SG_GEN_PARLN,0.0
2020,LG,F,SG_GEN_PARLNT,0.0
2022,LG,F,SG_GEN_PARL,0.0
2022,LG,F,SG_GEN_PARLN,0.0
2022,LG,F,SG_GEN_PARLNT,0.0
2024,LG,F,SG_GEN_PARL,0.0
2024,LG,F,SG_GEN_PARLN,0.0
2024,LG,F,SG_GEN_PARLNT,0.0
1984,LG,C,SG_GEN_PARL,0.0
1984,LG,C,SG_GEN_PARLN,0.0
1984,LG,C,SG_GEN_PARLNT,0.0
1988,LG,C,SG_GEN_PARL,0.0
1988,LG,C,SG_GEN_PARLN,0.0
1988,LG,C,SG_GEN_PARLNT,0.0
1990,LG,C,SG_GEN_PARL,0.0
1990,LG,C,SG_GEN_PARLN,0.0
1990,LG,C,SG_GEN_PARLNT,0.0
1992,LG,C,SG_GEN_PARL,0.0
1992,LG,C,SG_GEN_PARLN,0.0
1992,LG,C,SG_GEN_PARLNT,0.0
1994,LG,C,SG_GEN_PARL,0.0
1994,LG,C,SG_GEN_PARLN,0.0
1994,LG,C,SG_GEN_PARLNT,0.0
1996,LG,C,SG_GEN_PARL,0.0
1996,LG,C,SG_GEN_PARLN,0.0
1996,LG,C,SG_GEN_PARLNT,0.0
1998,LG,C,SG_GEN_PARL,0.0
1998,LG,C,SG_GEN_PARLN,0.0
1998,LG,C,SG_GEN_PARLNT,0.0
2000,LG,C,SG_GEN_PARL,0.0
2000,LG,C,SG_GEN_PARLN,0.0
2000,LG,C,SG_GEN_PARLNT,0.0
2002,LG,C,SG_GEN_PARL,0.0
2002,LG,C,SG_GEN_PARLN,0.0
2002,LG,C,SG_GEN_PARLNT,0.0
2004,LG,C,SG_GEN_PARL,0.0
2004,LG,C,SG_GEN_PARLN,0.0
2004,LG,C,SG_GEN_PARLNT,0.0
2008,LG,C,SG_GEN_PARL,0.0
2008,LG,C,SG_GEN_PARLN,0.0
2008,LG,C,SG_GEN_PARLNT,0.0
2011,LG,C,SG_GEN_PARL,0.0
2011,LG,C,SG_GEN_PARLN,0.0
2011,LG,C,SG_GEN_PARLNT,0.0
2012,LG,C,SG_GEN_PARL,0.0
2012,LG,C,SG_GEN_PARLN,0.0
2012,LG,C,SG_GEN_PARLNT,0.0
2015,LG,C,SG_GEN_PARL,0.0
2015,LG,C,SG_GEN_PARLN,0.0
2015,LG,C,SG_GEN_PARLNT,0.0
2016,LG,C,SG_GEN_PARL,0.0
2016,LG,C,SG_GEN_PARLN,0.0
2016,LG,C,SG_GEN_PARLNT,0.0
2019,LG,C,SG_GEN_PARL,0.0
2019,LG,C,SG_GEN_PARLN,0.0
2019,LG,C,SG_GEN_PARLNT,0.0
2020,LG,C,SG_GEN_PARL,0.0
2020,LG,C,SG_GEN_PARLN,0.0
2020,LG,C,SG_GEN_PARLNT,0.0
2022,LG,C,SG_GEN_PARL,0.0
2022,LG,C,SG_GEN_PARLN,0.0
2022,LG,C,SG_GEN_PARLNT,0.0
2024,LG,C,SG_GEN_PARL,0.0
2024,LG,C,SG_GEN_PARLN,0.0
2024,LG,C,SG_GEN_PARLNT,0.0
1984,LG,KF,SG_GEN_PARL,0.0
1984,LG,KF,SG_GEN_PARLN,0.0
1984,LG,KF,SG_GEN_PARLNT,0.0
1988,LG,KF,SG_GEN_PARL,0.0
1988,LG,KF,SG_GEN_PARLN,0.0
1988,LG,KF,SG_GEN_PARLNT,0.0
1990,LG,KF,SG_GEN_PARL,0.0
1990,LG,KF,SG_GEN_PARLN,0.0
1990,LG,KF,SG_GEN_PARLNT,0.0
1992,LG,KF,SG_GEN_PARL,0.0
1992,LG,KF,SG_GEN_PARLN,0.0
1992,LG,KF,SG_GEN_PARLNT,0.0
1994,LG,KF,SG_GEN_PARL,0.0
1994,LG,KF,SG_GEN_PARLN,0.0
1994,LG,KF,SG_GEN_PARLNT,0.0
1996,LG,KF,SG_GEN_PARL,0.0
1996,LG,KF,SG_GEN_PARLN,0.0
1996,LG,KF,SG_GEN_PARLNT,0.0
1998,LG,KF,SG_GEN_PARL,0.0
1998,LG,KF,SG_GEN_PARLN,0.0
1998,LG,KF,SG_GEN_PARLNT,0.0
2000,LG,KF,SG_GEN_PARL,0.0
2000,LG,KF,SG_GEN_PARLN,0.0
2000,LG,KF,SG_GEN_PARLNT,0.0
2002,LG,KF,SG_GEN_PARL,0.0
2002,LG,KF,SG_GEN_PARLN,0.0
2002,LG,KF,SG_GEN_PARLNT,0.0
2004,LG,KF,SG_GEN_PARL,0.0
2004,LG,KF,SG_GEN_PARLN,0.0
2004,LG,KF,SG_GEN_PARLNT,0.0
2008,LG,KF,SG_GEN_PARL,0.0
2008,LG,KF,SG_GEN_PARLN,0.0
2008,LG,KF,SG_GEN_PARLNT,0.0
2011,LG,KF,SG_GEN_PARL,0.0
2011,LG,KF,SG_GEN_PARLN,0.0
2011,LG,KF,SG_GEN_PARLNT,0.0
2012,LG,KF,SG_GEN_PARL,0.0
2012,LG,KF,SG_GEN_PARLN,0.0
2012,LG,KF,SG_GEN_PARLNT,0.0
2015,LG,KF,SG_GEN_PARL,0.0
2015,LG,KF,SG_GEN_PARLN,0.0
2015,LG,KF,SG_GEN_PARLNT,0.0
2016,LG,KF,SG_GEN_PARL,0.0
2016,LG,KF,SG_GEN_PARLN,0.0
2016,LG,KF,SG_GEN_PARLNT,0.0
2019,LG,KF,SG_GEN_PARL,0.0
2019,LG,KF,SG_GEN_PARLN,0.0
2019,LG,KF,SG_GEN_PARLNT,0.0
2020,LG,KF,SG_GEN_PARL,0.0
2020,LG,KF,SG_GEN_PARLN,0.0
2020,LG,KF,SG_GEN_PARLNT,0.0
2022,LG,KF,SG_GEN_PARL,0.0
2022,LG,KF,SG_GEN_PARLN,0.0
2022,LG,KF,SG_GEN_PARLNT,0.0
2024,LG,KF,SG_GEN_PARL,0.0
2024,LG,KF,SG_GEN_PARLN,0.0
2024,LG,KF,SG_GEN_PARLNT,0.0
1984,LG,H,SG_GEN_PARL,0.0
1984,LG,H,SG_GEN_PARLN,0.0
1984,LG,H,SG_GEN_PARLNT,0.0
1988,LG,H,SG_GEN_PARL,0.0
1988,LG,H,SG_GEN_PARLN,0.0
1988,LG,H,SG_GEN_PARLNT,0.0
1990,LG,H,SG_GEN_PARL,0.0
1990,LG,H,SG_GEN_PARLN,0.0
1990,LG,H,SG_GEN_PARLNT,0.0
1992,LG,H,SG_GEN_PARL,0.0
1992,LG,H,SG_GEN_PARLN,0.0
1992,LG,H,SG_GEN_PARLNT,0.0
1994,LG,H,SG_GEN_PARL,0.0
1994,LG,H,SG_GEN_PARLN,0.0
1994,LG,H,SG_GEN_PARLNT,0.0
1996,LG,H,SG_GEN_PARL,0.0
1996,LG,H,SG_GEN_PARLN,0.0
1996,LG,H,SG_GEN_PARLNT,0.0
1998,LG,H,SG_GEN_PARL,0.0
1998,LG,H,SG_GEN_PARLN,0.0
1998,LG,H,SG_GEN_PARLNT,0.0
2000,LG,H,SG_GEN_PARL,0.0
2000,LG,H,SG_GEN_PARLN,0.0
2000,LG,H,SG_GEN_PARLNT,0.0
2002,LG,H,SG_GEN_PARL,0.0
2002,LG,H,SG_GEN_PARLN,0.0
2002,LG,H,SG_GEN_PARLNT,0.0
2004,LG,H,SG_GEN_PARL,0.0
2004,LG,H,SG_GEN_PARLN,0.0
2004,LG,H,SG_GEN_PARLNT,0.0
2008,LG,H,SG_GEN_PARL,0.0
2008,LG,H,SG_GEN_PARLN,0.0
2008,LG,H,SG_GEN_PARLNT,0.0
2011,LG,H,SG_GEN_PARL,0.0
2011,LG,H,SG_GEN_PARLN,0.0
2011,LG,H,SG_GEN_PARLNT,0.0
2012,LG,H,SG_GEN_PARL,0.0
2012,LG,H,SG_GEN_PARLN,0.0
2012,LG,H,SG_GEN_PARLNT,0.0
2015,LG,H,SG_GEN_PARL,0.0
2015,LG,H,SG_GEN_PARLN,0.0
2015,LG,H,SG_GEN_PARLNT,0.0
2016,LG,H,SG_GEN_PARL,0.0
2016,LG,H,SG_GEN_PARLN,0.0
2016,LG,H,SG_GEN_PARLNT,0.0
2019,LG,H,SG_GEN_PARL,0.0
2019,LG,H,SG_GEN_PARLN,0.0
2019,LG,H,SG_GEN_PARLNT,0.0
2020,LG,H,SG_GEN_PARL,0.0
2020,LG,H,SG_GEN_PARLN,0.0
2020,LG,H,SG_GEN_PARLNT,0.0
2022,LG,H,SG_GEN_PARL,0.0
2022,LG,H,SG_GEN_PARLN,0.0
2022,LG,H,SG_GEN_PARLNT,0.0
2024,LG,H,SG_GEN_PARL,0.0
2024,LG,H,SG_GEN_PARLN,0.0
2024,LG,H,SG_GEN_PARLNT,0.0
1984,LG,B,SG_GEN_PARL,0.0
1984,LG,B,SG_GEN_PARLN,0.0
1984,LG,B,SG_GEN_PARLNT,0.0
1988,LG,B,SG_GEN_PARL,0.0
1988,LG,B,SG_GEN_PARLN,0.0
1988,LG,B,SG_GEN_PARLNT,0.0
1990,LG,B,SG_GEN_PARL,0.0
1990,LG,B,SG_GEN_PARLN,0.0
1990,LG,B,SG_GEN_PARLNT,0.0
1992,LG,B,SG_GEN_PARL,0.0
1992,LG,B,SG_GEN_PARLN,0.0
1992,LG,B,SG_GEN_PARLNT,0.0
1994,LG,B,SG_GEN_PARL,0.0
1994,LG,B,SG_GEN_PARLN,0.0
1994,LG,B,SG_GEN_PARLNT,0.0
1996,LG,B,SG_GEN_PARL,0.0
1996,LG,B,SG_GEN_PARLN,0.0
1996,LG,B,SG_GEN_PARLNT,0.0
1998,LG,B,SG_GEN_PARL,0.0
1998,LG,B,SG_GEN_PARLN,0.0
1998,LG,B,SG_GEN_PARLNT,0.0
2000,LG,B,SG_GEN_PARL,0.0
2000,LG,B,SG_GEN_PARLN,0.0
2000,LG,B,SG_GEN_PARLNT,0.0
2002,LG,B,SG_GEN_PARL,0.0
2002,LG,B,SG_GEN_PARLN,0.0
2002,LG,B,SG_GEN_PARLNT,0.0
2004,LG,B,SG_GEN_PARL,0.0
2004,LG,B,SG_GEN_PARLN,0.0
2004,LG,B,SG_GEN_PARLNT,0.0
2008,LG,B,SG_GEN_PARL,0.0
2008,LG,B,SG_GEN_PARLN,0.0
2008,LG,B,SG_GEN_PARLNT,0.0
2011,LG,B,SG_GEN_PARL,0.0
2011,LG,B,SG_GEN_PARLN,0.0
2011,LG,B,SG_GEN_PARLNT,0.0
2012,LG,B,SG_GEN_PARL,0.0
2012,LG,B,SG_GEN_PARLN,0.0
2012,LG,B,SG_GEN_PARLNT,0.0
2015,LG,B,SG_GEN_PARL,0.0
2015,LG,B,SG_GEN_PARLN,0.0
2015,LG,B,SG_GEN_PARLNT,0.0
2016,LG,B,SG_GEN_PARL,0.0
2016,LG,B,SG_GEN_PARLN,0.0
2016,LG,B,SG_GEN_PARLNT,0.0
2019,LG,B,SG_GEN_PARL,0.0
2019,LG,B,SG_GEN_PARLN,0.0
2019,LG,B,SG_GEN_PARLNT,0.0
2020,LG,B,SG_GEN_PARL,0.0
2020,LG,B,SG_GEN_PARLN,0.0
2020,LG,B,SG_GEN_PARLNT,0.0
2022,LG,B,SG_GEN_PARL,0.0
2022,LG,B,SG_GEN_PARLN,0.0
2022,LG,B,SG_GEN_PARLNT,0.0
2024,LG,B,SG_GEN_PARL,0.0
2024,LG,B,SG_GEN_PARLN,0.0
2024,LG,B,SG_GEN_PARLNT,0.0
1984,LG,D,SG_GEN_PARL,0.0
1984,LG,D,SG_GEN_PARLN,0.0
1984,LG,D,SG_GEN_PARLNT,0.0
1988,LG,D,SG_GEN_PARL,0.0
1988,LG,D,SG_GEN_PARLN,0.0
1988,LG,D,SG_GEN_PARLNT,0.0
1990,LG,D,SG_GEN_PARL,0.0
1990,LG,D,SG_GEN_PARLN,0.0
1990,LG,D,SG_GEN_PARLNT,0.0
1992,LG,D,SG_GEN_PARL,0.0
1992,LG,D,SG_GEN_PARLN,0.0
1992,LG,D,SG_GEN_PARLNT,0.0
1994,LG,D,SG_GEN_PARL,0.0
1994,LG,D,SG_GEN_PARLN,0.0
1994,LG,D,SG_GEN_PARLNT,0.0
1996,LG,D,SG_GEN_PARL,0.0
1996,LG,D,SG_GEN_PARLN,0.0
1996,LG,D,SG_GEN_PARLNT,0.0
1998,LG,D,SG_GEN_PARL,0.0
1998,LG,D,SG_GEN_PARLN,0.0
1998,LG,D,SG_GEN_PARLNT,0.0
2000,LG,D,SG_GEN_PARL,0.0
2000,LG,D,SG_GEN_PARLN,0.0
2000,LG,D,SG_GEN_PARLNT,0.0
2002,LG,D,SG_GEN_PARL,0.0
2002,LG,D,SG_GEN_PARLN,0.0
2002,LG,D,SG_GEN_PARLNT,0.0
2004,LG,D,SG_GEN_PARL,0.0
2004,LG,D,SG_GEN_PARLN,0.0
2004,LG,D,SG_GEN_PARLNT,0.0
2008,LG,D,SG_GEN_PARL,0.0
2008,LG,D,SG_GEN_PARLN,0.0
2008,LG,D,SG_GEN_PARLNT,0.0
2011,LG,D,SG_GEN_PARL,0.0
2011,LG,D,SG_GEN_PARLN,0.0
2011,LG,D,SG_GEN_PARLNT,0.0
2012,LG,D,SG_GEN_PARL,0.0
2012,LG,D,SG_GEN_PARLN,0.0
2012,LG,D,SG_GEN_PARLNT,0.0
2015,LG,D,SG_GEN_PARL,0.0
2015,LG,D,SG_GEN_PARLN,0.0
2015,LG,D,SG_GEN_PARLNT,0.0
2016,LG,D,SG_GEN_PARL,0.0
2016,LG,D,SG_GEN_PARLN,0.0
2016,LG,D,SG_GEN_PARLNT,0.0
2019,LG,D,SG_GEN_PARL,0.0
2019,LG,D,SG_GEN_PARLN,0.0
2019,LG,D,SG_GEN_PARLNT,0.0
2020,LG,D,SG_GEN_PARL,0.0
2020,LG,D,SG_GEN_PARLN,0.0
2020,LG,D,SG_GEN_PARLNT,0.0
2022,LG,D,SG_GEN_PARL,0.0
2022,LG,D,SG_GEN_PARLN,0.0
2022,LG,D,SG_GEN_PARLNT,0.0
2024,LG,D,SG_GEN_PARL,0.0
2024,LG,D,SG_GEN_PARLN,0.0
2024,LG,D,SG_GEN_PARLNT,0.0
1984,LG,E,SG_GEN_PARL,0.0
1984,LG,E,SG_GEN_PARLN,0.0
1984,LG,E,SG_GEN_PARLNT,0.0
1988,LG,E,SG_GEN_PARL,0.0
1988,LG,E,SG_GEN_PARLN,0.0
1988,LG,E,SG_GEN_PARLNT,0.0
1990,LG,E,SG_GEN_PARL,0.0
1990,LG,E,SG_GEN_PARLN,0.0
1990,LG,E,SG_GEN_PARLNT,0.0
1992,LG,E,SG_GEN_PARL,0.0
1992,LG,E,SG_GEN_PARLN,0.0
1992,LG,E,SG_GEN_PARLNT,0.0
1994,LG,E,SG_GEN_PARL,0.0
1994,LG,E,SG_GEN_PARLN,0.0
1994,LG,E,SG_GEN_PARLNT,0.0
1996,LG,E,SG_GEN_PARL,0.0
1996,LG,E,SG_GEN_PARLN,0.0
1996,LG,E,SG_GEN_PARLNT,0.0
1998,LG,E,SG_GEN_PARL,0.0
1998,LG,E,SG_GEN_PARLN,0.0
1998,LG,E,SG_GEN_PARLNT,0.0
2000,LG,E,SG_GEN_PARL,0.0
2000,LG,E,SG_GEN_PARLN,0.0
2000,LG,E,SG_GEN_PARLNT,0.0
2002,LG,E,SG_GEN_PARL,0.0
2002,LG,E,SG_GEN_PARLN,0.0
2002,LG,E,SG_GEN_PARLNT,0.0
2004,LG,E,SG_GEN_PARL,0.0
2004,LG,E,SG_GEN_PARLN,0.0
2004,LG,E,SG_GEN_PARLNT,0.0
2008,LG,E,SG_GEN_PARL,0.0
2008,LG,E,SG_GEN_PARLN,0.0
2008,LG,E,SG_GEN_PARLNT,0.0
2011,LG,E,SG_GEN_PARL,0.0
2011,LG,E,SG_GEN_PARLN,0.0
2011,LG,E,SG_GEN_PARLNT,0.0
2012,LG,E,SG_GEN_PARL,0.0
2012,LG,E,SG_GEN_PARLN,0.0
2012,LG,E,SG_GEN_PARLNT,0.0
2015,LG,E,SG_GEN_PARL,0.0
2015,LG,E,SG_GEN_PARLN,0.0
2015,LG,E,SG_GEN_PARLNT,0.0
2016,LG,E,SG_GEN_PARL,0.0
2016,LG,E,SG_GEN_PARLN,0.0
2016,LG,E,SG_GEN_PARLNT,0.0
2019,LG,E,SG_GEN_PARL,0.0
2019,LG,E,SG_GEN_PARLN,0.0
2019,LG,E,SG_GEN_PARLNT,0.0
2020,LG,E,SG_GEN_PARL,0.0
2020,LG,E,SG_GEN_PARLN,0.0
2020,LG,E,SG_GEN_PARLNT,0.0
2022,LG,E,SG_GEN_PARL,0.0
2022,LG,E,SG_GEN_PARLN,0.0
2022,LG,E,SG_GEN_PARLNT,0.0
2024,LG,E,SG_GEN_PARL,0.0
2024,LG,E,SG_GEN_PARLN,0.0
2024,LG,E,SG_GEN_PARLNT,0.0
1984,LG,vmf,SG_GEN_PARL,0.0
1984,LG,vmf,SG_GEN_PARLN,0.0
1984,LG,vmf,SG_GEN_PARLNT,0.0
1988,LG,vmf,SG_GEN_PARL,0.0
1988,LG,vmf,SG_GEN_PARLN,0.0
1988,LG,vmf,SG_GEN_PARLNT,0.0
1990,LG,vmf,SG_GEN_PARL,0.0
1990,LG,vmf,SG_GEN_PARLN,0.0
1990,LG,vmf,SG_GEN_PARLNT,0.0
1992,LG,vmf,SG_GEN_PARL,0.0
1992,LG,vmf,SG_GEN_PARLN,0.0
1992,LG,vmf,SG_GEN_PARLNT,0.0
1994,LG,vmf,SG_GEN_PARL,0.0
1994,LG,vmf,SG_GEN_PARLN,0.0
1994,LG,vmf,SG_GEN_PARLNT,0.0
1996,LG,vmf,SG_GEN_PARL,0.0
1996,LG,vmf,SG_GEN_PARLN,0.0
1996,LG,vmf,SG_GEN_PARLNT,0.0
1998,LG,vmf,SG_GEN_PARL,0.0
1998,LG,vmf,SG_GEN_PARLN,0.0
1998,LG,vmf,SG_GEN_PARLNT,0.0
2000,LG,vmf,SG_GEN_PARL,0.0
2000,LG,vmf,SG_GEN_PARLN,0.0
2000,LG,vmf,SG_GEN_PARLNT,0.0
2002,LG,vmf,SG_GEN_PARL,0.0
2002,LG,vmf,SG_GEN_PARLN,0.0
2002,LG,vmf,SG_GEN_PARLNT,0.0
2004,LG,vmf,SG_GEN_PARL,0.0
2004,LG,vmf,SG_GEN_PARLN,0.0
2004,LG,vmf,SG_GEN_PARLNT,0.0
2008,LG,vmf,SG_GEN_PARL,0.0
2008,LG,vmf,SG_GEN_PARLN,0.0
2008,LG,vmf,SG_GEN_PARLNT,0.0
