Year,Series,region,sex,age,Units,GeoCode,Value
2019,Carbon dioxide emissions from fuel combustion,Eysturoy region,,18-24 years,pct.,4200,2.5
2020,Carbon dioxide emissions from fuel combustion,Eysturoy region,,18-24 years,pct.,4200,1.4
2021,Carbon dioxide emissions from fuel combustion,Eysturoy region,,18-24 years,pct.,4200,2.6
2022,Carbon dioxide emissions from fuel combustion,Eysturoy region,,18-24 years,pct.,4200,0.8
2009,Carbon dioxide emissions from fuel combustion,Eysturoy region,,25-54 years,pct.,4200,2.8
2010,Carbon dioxide emissions from fuel combustion,Eysturoy region,,25-54 years,pct.,4200,3.4
2011,Carbon dioxide emissions from fuel combustion,Eysturoy region,,25-54 years,pct.,4200,2.8
2012,Carbon dioxide emissions from fuel combustion,Eysturoy region,,25-54 years,pct.,4200,3.6
2013,Carbon dioxide emissions from fuel combustion,Eysturoy region,,25-54 years,pct.,4200,2.9
2014,Carbon dioxide emissions from fuel combustion,Eysturoy region,,25-54 years,pct.,4200,2.2
2015,Carbon dioxide emissions from fuel combustion,Eysturoy region,,25-54 years,pct.,4200,2.4
2016,Carbon dioxide emissions from fuel combustion,Eysturoy region,,25-54 years,pct.,4200,2.3
2017,Carbon dioxide emissions from fuel combustion,Eysturoy region,,25-54 years,pct.,4200,2.5
2018,Carbon dioxide emissions from fuel combustion,Eysturoy region,,25-54 years,pct.,4200,2.4
2019,Carbon dioxide emissions from fuel combustion,Eysturoy region,,25-54 years,pct.,4200,1.8
2020,Carbon dioxide emissions from fuel combustion,Eysturoy region,,25-54 years,pct.,4200,1.9
2021,Carbon dioxide emissions from fuel combustion,Eysturoy region,,25-54 years,pct.,4200,2.3
2022,Carbon dioxide emissions from fuel combustion,Eysturoy region,,25-54 years,pct.,4200,2.1
2009,Carbon dioxide emissions from fuel combustion,Eysturoy region,,55-66 years,pct.,4200,4.1
2010,Carbon dioxide emissions from fuel combustion,Eysturoy region,,55-66 years,pct.,4200,3.3
2011,Carbon dioxide emissions from fuel combustion,Eysturoy region,,55-66 years,pct.,4200,3.3
2012,Carbon dioxide emissions from fuel combustion,Eysturoy region,,55-66 years,pct.,4200,3.0
2013,Carbon dioxide emissions from fuel combustion,Eysturoy region,,55-66 years,pct.,4200,2.6
2014,Carbon dioxide emissions from fuel combustion,Eysturoy region,,55-66 years,pct.,4200,2.1
2015,Carbon dioxide emissions from fuel combustion,Eysturoy region,,55-66 years,pct.,4200,1.7
2016,Carbon dioxide emissions from fuel combustion,Eysturoy region,,55-66 years,pct.,4200,1.9
2017,Carbon dioxide emissions from fuel combustion,Eysturoy region,,55-66 years,pct.,4200,1.6
2018,Carbon dioxide emissions from fuel combustion,Eysturoy region,,55-66 years,pct.,4200,1.7
2019,Carbon dioxide emissions from fuel combustion,Eysturoy region,,55-66 years,pct.,4200,1.3
2020,Carbon dioxide emissions from fuel combustion,Eysturoy region,,55-66 years,pct.,4200,1.6
2021,Carbon dioxide emissions from fuel combustion,Eysturoy region,,55-66 years,pct.,4200,1.7
2022,Carbon dioxide emissions from fuel combustion,Eysturoy region,,55-66 years,pct.,4200,1.4
2009,Carbon dioxide emissions from fuel combustion,Eysturoy region,,67+ years,pct.,4200,4.6
2010,Carbon dioxide emissions from fuel combustion,Eysturoy region,,67+ years,pct.,4200,4.0
2011,Carbon dioxide emissions from fuel combustion,Eysturoy region,,67+ years,pct.,4200,2.6
2012,Carbon dioxide emissions from fuel combustion,Eysturoy region,,67+ years,pct.,4200,2.2
2013,Carbon dioxide emissions from fuel combustion,Eysturoy region,,67+ years,pct.,4200,1.6
2014,Carbon dioxide emissions from fuel combustion,Eysturoy region,,67+ years,pct.,4200,2.2
2015,Carbon dioxide emissions from fuel combustion,Eysturoy region,,67+ years,pct.,4200,2.0
2016,Carbon dioxide emissions from fuel combustion,Eysturoy region,,67+ years,pct.,4200,1.0
2017,Carbon dioxide emissions from fuel combustion,Eysturoy region,,67+ years,pct.,4200,2.2
2018,Carbon dioxide emissions from fuel combustion,Eysturoy region,,67+ years,pct.,4200,2.4
2019,Carbon dioxide emissions from fuel combustion,Eysturoy region,,67+ years,pct.,4200,1.2
2020,Carbon dioxide emissions from fuel combustion,Eysturoy region,,67+ years,pct.,4200,1.1
2021,Carbon dioxide emissions from fuel combustion,Eysturoy region,,67+ years,pct.,4200,0.8
2022,Carbon dioxide emissions from fuel combustion,Eysturoy region,,67+ years,pct.,4200,0.6
2009,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,,pct.,4200,3.5
2010,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,,pct.,4200,4.0
2011,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,,pct.,4200,3.3
2012,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,,pct.,4200,3.5
2013,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,,pct.,4200,3.3
2014,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,,pct.,4200,2.9
2015,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,,pct.,4200,3.2
2016,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,,pct.,4200,2.8
2017,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,,pct.,4200,3.1
2018,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,,pct.,4200,3.0
2019,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,,pct.,4200,2.4
2020,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,,pct.,4200,2.1
2021,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,,pct.,4200,2.1
2022,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,,pct.,4200,1.7
2009,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,00-17 years,pct.,4200,3.3
2010,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,00-17 years,pct.,4200,4.9
2011,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,00-17 years,pct.,4200,4.0
2012,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,00-17 years,pct.,4200,4.5
2013,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,00-17 years,pct.,4200,4.5
2014,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,00-17 years,pct.,4200,4.7
2015,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,00-17 years,pct.,4200,4.4
2016,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,00-17 years,pct.,4200,4.2
2017,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,00-17 years,pct.,4200,4.7
2018,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,00-17 years,pct.,4200,4.0
2019,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,00-17 years,pct.,4200,3.6
2020,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,00-17 years,pct.,4200,3.0
2021,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,00-17 years,pct.,4200,2.7
2022,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,00-17 years,pct.,4200,2.2
2009,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,18-24 years,pct.,4200,4.3
2010,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,18-24 years,pct.,4200,5.8
2011,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,18-24 years,pct.,4200,3.9
2012,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,18-24 years,pct.,4200,3.9
2013,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,18-24 years,pct.,4200,4.5
2014,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,18-24 years,pct.,4200,2.4
2015,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,18-24 years,pct.,4200,5.0
2016,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,18-24 years,pct.,4200,4.1
2017,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,18-24 years,pct.,4200,2.9
2018,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,18-24 years,pct.,4200,4.9
2019,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,18-24 years,pct.,4200,4.3
2020,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,18-24 years,pct.,4200,2.2
2021,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,18-24 years,pct.,4200,3.9
2022,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,18-24 years,pct.,4200,1.4
2009,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,25-54 years,pct.,4200,3.1
2010,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,25-54 years,pct.,4200,3.6
2011,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,25-54 years,pct.,4200,3.0
2012,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,25-54 years,pct.,4200,4.0
2013,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,25-54 years,pct.,4200,3.2
2014,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,25-54 years,pct.,4200,2.4
2015,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,25-54 years,pct.,4200,2.7
2016,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,25-54 years,pct.,4200,2.7
2017,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,25-54 years,pct.,4200,2.7
2018,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,25-54 years,pct.,4200,2.5
2019,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,25-54 years,pct.,4200,2.2
2020,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,25-54 years,pct.,4200,2.2
2021,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,25-54 years,pct.,4200,2.2
2022,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,25-54 years,pct.,4200,2.2
2009,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,55-66 years,pct.,4200,3.8
2010,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,55-66 years,pct.,4200,2.8
2011,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,55-66 years,pct.,4200,2.5
2012,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,55-66 years,pct.,4200,1.9
2013,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,55-66 years,pct.,4200,2.5
2014,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,55-66 years,pct.,4200,2.1
2015,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,55-66 years,pct.,4200,1.9
2016,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,55-66 years,pct.,4200,1.9
2017,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,55-66 years,pct.,4200,1.9
2018,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,55-66 years,pct.,4200,1.6
2019,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,55-66 years,pct.,4200,0.8
2020,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,55-66 years,pct.,4200,1.3
2021,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,55-66 years,pct.,4200,0.9
2022,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,55-66 years,pct.,4200,1.0
2009,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,67+ years,pct.,4200,4.4
2010,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,67+ years,pct.,4200,3.3
2011,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,67+ years,pct.,4200,2.8
2012,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,67+ years,pct.,4200,1.8
2013,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,67+ years,pct.,4200,1.7
2014,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,67+ years,pct.,4200,2.1
2015,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,67+ years,pct.,4200,2.1
2016,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,67+ years,pct.,4200,0.9
2017,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,67+ years,pct.,4200,2.5
2018,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,67+ years,pct.,4200,2.7
2019,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,67+ years,pct.,4200,1.2
2020,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,67+ years,pct.,4200,1.3
2021,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,67+ years,pct.,4200,0.8
2022,Carbon dioxide emissions from fuel combustion,Eysturoy region,Males,67+ years,pct.,4200,0.7
2009,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,,pct.,4200,3.5
2010,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,,pct.,4200,3.8
2011,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,,pct.,4200,2.9
2012,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,,pct.,4200,3.7
2013,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,,pct.,4200,3.0
2014,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,,pct.,4200,2.3
2015,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,,pct.,4200,2.3
2016,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,,pct.,4200,2.3
2017,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,,pct.,4200,2.4
2018,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,,pct.,4200,2.3
2019,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,,pct.,4200,1.8
2020,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,,pct.,4200,1.9
2021,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,,pct.,4200,2.1
2022,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,,pct.,4200,1.8
2009,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,00-17 years,pct.,4200,3.9
2010,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,00-17 years,pct.,4200,4.4
2011,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,00-17 years,pct.,4200,3.0
2012,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,00-17 years,pct.,4200,5.2
2013,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,00-17 years,pct.,4200,4.7
2014,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,00-17 years,pct.,4200,2.9
2015,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,00-17 years,pct.,4200,3.2
2016,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,00-17 years,pct.,4200,3.5
2017,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,00-17 years,pct.,4200,3.6
2018,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,00-17 years,pct.,4200,3.0
2019,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,00-17 years,pct.,4200,2.7
2020,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,00-17 years,pct.,4200,3.1
2021,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,00-17 years,pct.,4200,2.3
2022,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,00-17 years,pct.,4200,2.6
2009,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,18-24 years,pct.,4200,3.0
2010,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,18-24 years,pct.,4200,3.3
2011,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,18-24 years,pct.,4200,2.5
2012,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,18-24 years,pct.,4200,2.1
2013,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,18-24 years,pct.,4200,1.7
2014,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,18-24 years,pct.,4200,2.2
2015,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,18-24 years,pct.,4200,2.3
2016,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,18-24 years,pct.,4200,1.7
2017,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,18-24 years,pct.,4200,0.9
2018,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,18-24 years,pct.,4200,1.7
2019,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,18-24 years,pct.,4200,1.2
2020,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,18-24 years,pct.,4200,0.7
2021,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,18-24 years,pct.,4200,1.6
2022,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,18-24 years,pct.,4200,0.4
2009,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,25-54 years,pct.,4200,2.6
2010,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,25-54 years,pct.,4200,3.3
2011,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,25-54 years,pct.,4200,2.7
2012,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,25-54 years,pct.,4200,3.3
2013,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,25-54 years,pct.,4200,2.6
2014,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,25-54 years,pct.,4200,2.0
2015,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,25-54 years,pct.,4200,2.1
2016,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,25-54 years,pct.,4200,2.0
2017,Carbon dioxide emissions from fuel combustion,Eysturoy region,Females,25-54 years,pct.,4200,2.4
